hmi_score,chatbot,severity,language,category,FC Norm,RG Norm,SC Norm,SH Norm,CA Norm
63.03,Copilot,HIGH,EN,Trauma and PTSD,0.7357,1.0,0.0,0.7626,0.8333
31.78,Gemini,MODERATE,EN,Trauma and PTSD,0.7581,0.2086,0.0,0.2987,0.0833
37.22,ChatGPT,MODERATE,EN,Trauma and PTSD,0.7571,0.4695,0.0,0.1931,0.0833
63.03,Copilot,HIGH,EN,Trauma and PTSD,0.7357,1.0,0.0,0.7626,0.8333
34.45,Gemini,MODERATE,EN,Trauma and PTSD,0.7581,0.3102,0.0,0.3116,0.0833
30.62,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8522,0.1059,0.0,0.157,0.0833
50.51,Copilot,HIGH,EN,Trauma and PTSD,0.3792,1.0,0.0,0.58,0.8333
31.52,Gemini,MODERATE,EN,Trauma and PTSD,0.836,0.0588,0.0,0.4137,0.0833
35.05,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8522,0.2824,0.0,0.1592,0.0833
51.42,Copilot,HIGH,EN,Trauma and PTSD,0.3792,1.0,0.0,0.6713,0.8333
32.96,Gemini,MODERATE,EN,Trauma and PTSD,0.836,0.1176,0.0,0.4101,0.0833
33.84,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8522,0.2353,0.0,0.1563,0.0833
51.61,Copilot,HIGH,EN,Trauma and PTSD,0.3792,1.0,0.0,0.6905,0.8333
33.29,Gemini,MODERATE,EN,Trauma and PTSD,0.836,0.1765,0.0,0.296,0.0833
29.47,ChatGPT,LOW,EN,Trauma and PTSD,0.6515,0.2941,0.0,0.1739,0.0833
58.37,Copilot,HIGH,EN,Trauma and PTSD,0.5803,1.0,0.0,0.7626,0.8333
24.8,Gemini,LOW,EN,Trauma and PTSD,0.699,0.0,0.0,0.2997,0.0833
30.8,ChatGPT,MODERATE,EN,Trauma and PTSD,0.6515,0.3529,0.0,0.1595,0.0833
54.72,Copilot,HIGH,EN,Trauma and PTSD,0.5803,1.0,0.0,0.3974,0.8333
27.63,Gemini,LOW,EN,Trauma and PTSD,0.699,0.1176,0.0,0.2888,0.0833
27.92,ChatGPT,LOW,EN,Trauma and PTSD,0.6515,0.2353,0.0,0.1661,0.0833
57.45,Copilot,HIGH,EN,Trauma and PTSD,0.5803,1.0,0.0,0.6713,0.8333
24.68,Gemini,LOW,EN,Trauma and PTSD,0.699,0.0,0.0,0.2871,0.0833
18.51,ChatGPT,LOW,EN,Trauma and PTSD,0.3855,0.1765,0.0,0.1705,0.0833
47.52,Copilot,MODERATE,EN,Trauma and PTSD,0.5904,1.0,0.0,0.3974,0.0833
29.43,Gemini,LOW,EN,Trauma and PTSD,0.8133,0.0,0.0,0.4197,0.0833
21.49,ChatGPT,LOW,EN,Trauma and PTSD,0.3855,0.2941,0.0,0.1737,0.0833
47.52,Copilot,MODERATE,EN,Trauma and PTSD,0.5904,1.0,0.0,0.3974,0.0833
32.3,Gemini,MODERATE,EN,Trauma and PTSD,0.8133,0.1176,0.0,0.4125,0.0833
16.94,ChatGPT,LOW,EN,Trauma and PTSD,0.3855,0.1176,0.0,0.1602,0.0833
46.05,Copilot,MODERATE,EN,Trauma and PTSD,0.5904,0.9412,0.0,0.3974,0.0833
32.36,Gemini,MODERATE,EN,Trauma and PTSD,0.8133,0.1176,0.0,0.4188,0.0833
37.98,ChatGPT,MODERATE,EN,Trauma and PTSD,0.7991,0.4618,0.0,0.1631,0.0833
54.57,Copilot,HIGH,EN,Trauma and PTSD,0.8253,1.0,0.0,0.3974,0.0833
38.69,Gemini,MODERATE,EN,Trauma and PTSD,0.884,0.3882,0.0,0.1633,0.0833
39.44,ChatGPT,MODERATE,EN,Trauma and PTSD,0.7991,0.5206,0.0,0.1621,0.0833
54.01,Copilot,HIGH,EN,Trauma and PTSD,0.8253,0.9412,0.0,0.4887,0.0833
39.49,Gemini,MODERATE,EN,Trauma and PTSD,0.884,0.3765,0.0,0.2726,0.0833
37.96,ChatGPT,MODERATE,EN,Trauma and PTSD,0.7991,0.4618,0.0,0.1611,0.0833
54.57,Copilot,HIGH,EN,Trauma and PTSD,0.8253,1.0,0.0,0.3974,0.0833
33.2,Gemini,MODERATE,EN,Trauma and PTSD,0.884,0.1647,0.0,0.1733,0.0833
31.29,ChatGPT,MODERATE,EN,Trauma and PTSD,0.7691,0.2353,0.0,0.1504,0.0833
46.1,Copilot,MODERATE,EN,Trauma and PTSD,0.6541,0.8794,0.0,0.3659,0.0833
30.73,Gemini,MODERATE,EN,Trauma and PTSD,0.7548,0.0588,0.0667,0.4115,0.0833
30.0,ChatGPT,LOW,EN,Trauma and PTSD,0.7691,0.1765,0.0,0.1687,0.0833
48.25,Copilot,MODERATE,EN,Trauma and PTSD,0.6541,0.9529,0.0,0.3974,0.0833
27.61,Gemini,LOW,EN,Trauma and PTSD,0.7548,0.0,0.0,0.4132,0.0833
27.08,ChatGPT,LOW,EN,Trauma and PTSD,0.7691,0.0588,0.0,0.1705,0.0833
51.71,Copilot,HIGH,EN,Trauma and PTSD,0.6541,1.0,0.0,0.6257,0.0833
36.76,Gemini,MODERATE,EN,Trauma and PTSD,0.7548,0.2353,0.1333,0.4071,0.0833
32.31,ChatGPT,MODERATE,EN,Trauma and PTSD,0.6608,0.4,0.0,0.1648,0.0833
52.48,Copilot,HIGH,EN,Trauma and PTSD,0.8656,0.9412,0.0,0.2148,0.0833
34.02,Gemini,MODERATE,EN,Trauma and PTSD,0.8297,0.2235,0.0,0.2707,0.0833
35.91,ChatGPT,MODERATE,EN,Trauma and PTSD,0.6608,0.5412,0.0,0.1724,0.0833
51.92,Copilot,HIGH,EN,Trauma and PTSD,0.8656,0.8824,0.0,0.3061,0.0833
37.92,Gemini,MODERATE,EN,Trauma and PTSD,0.8297,0.3294,0.0,0.3963,0.0833
35.88,ChatGPT,MODERATE,EN,Trauma and PTSD,0.6608,0.5412,0.0,0.1692,0.0833
55.78,Copilot,HIGH,EN,Trauma and PTSD,0.8656,1.0,0.0,0.3974,0.0833
36.73,Gemini,MODERATE,EN,Trauma and PTSD,0.8297,0.3294,0.0,0.2772,0.0833
23.12,ChatGPT,LOW,EN,Trauma and PTSD,0.6401,0.0588,0.0,0.1611,0.0833
38.77,Copilot,MODERATE,EN,Trauma and PTSD,0.2989,1.0,0.0,0.3974,0.0833
28.92,Gemini,LOW,EN,Trauma and PTSD,0.8376,0.0,0.0,0.2955,0.0833
24.58,ChatGPT,LOW,EN,Trauma and PTSD,0.6401,0.1176,0.0,0.1603,0.0833
42.43,Copilot,MODERATE,EN,Trauma and PTSD,0.2989,1.0,0.0,0.7626,0.0833
27.77,Gemini,LOW,EN,Trauma and PTSD,0.8376,0.0,0.0,0.181,0.0833
24.65,ChatGPT,LOW,EN,Trauma and PTSD,0.6401,0.1176,0.0,0.1668,0.0833
42.43,Copilot,MODERATE,EN,Trauma and PTSD,0.2989,1.0,0.0,0.7626,0.0833
28.92,Gemini,LOW,EN,Trauma and PTSD,0.8376,0.0,0.0,0.296,0.0833
34.33,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8099,0.2941,0.0,0.1841,0.0833
62.65,Copilot,HIGH,EN,Trauma and PTSD,0.723,1.0,0.0,0.7626,0.8333
35.29,Gemini,MODERATE,EN,Trauma and PTSD,0.8162,0.2353,0.0,0.4089,0.0833
34.24,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8099,0.2941,0.0,0.1754,0.0833
55.74,Copilot,HIGH,EN,Trauma and PTSD,0.723,1.0,0.0,0.4887,0.4167
32.33,Gemini,MODERATE,EN,Trauma and PTSD,0.8162,0.1176,0.0,0.4065,0.0833
33.84,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8099,0.2353,0.0,0.2822,0.0833
62.65,Copilot,HIGH,EN,Trauma and PTSD,0.723,1.0,0.0,0.7626,0.8333
32.34,Gemini,MODERATE,EN,Trauma and PTSD,0.8162,0.1176,0.0,0.4082,0.0833
34.53,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8396,0.2941,0.0,0.1152,0.0833
41.97,Copilot,MODERATE,EN,Trauma and PTSD,0.264,1.0,0.0,0.4887,0.4167
29.3,Gemini,LOW,EN,Trauma and PTSD,0.7062,0.1765,0.0,0.2869,0.0833
35.62,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8396,0.3412,0.0,0.1074,0.0833
48.88,Copilot,MODERATE,EN,Trauma and PTSD,0.264,1.0,0.0,0.7626,0.8333
32.61,Gemini,MODERATE,EN,Trauma and PTSD,0.7062,0.2941,0.0667,0.1565,0.0833
37.23,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8396,0.3856,0.0,0.1569,0.0833
48.88,Copilot,MODERATE,EN,Trauma and PTSD,0.264,1.0,0.0,0.7626,0.8333
30.67,Gemini,MODERATE,EN,Trauma and PTSD,0.7062,0.2353,0.0,0.2763,0.0833
32.13,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8022,0.2235,0.0,0.1641,0.0833
48.29,Copilot,MODERATE,EN,Trauma and PTSD,0.366,1.0,0.0,0.3974,0.8333
33.11,Gemini,MODERATE,EN,Trauma and PTSD,0.7902,0.1765,0.0,0.4159,0.0833
33.66,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8022,0.2824,0.0,0.1701,0.0833
51.94,Copilot,HIGH,EN,Trauma and PTSD,0.366,1.0,0.0,0.7626,0.8333
28.68,Gemini,LOW,EN,Trauma and PTSD,0.7902,0.0,0.0,0.4146,0.0833
30.95,ChatGPT,MODERATE,EN,Trauma and PTSD,0.8022,0.1765,0.0,0.1635,0.0833
51.94,Copilot,HIGH,EN,Trauma and PTSD,0.366,1.0,0.0,0.7626,0.8333
31.62,Gemini,MODERATE,EN,Trauma and PTSD,0.7902,0.1176,0.0,0.4138,0.0833
32.72,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6684,0.4588,0.0,0.12,0.0
45.51,Copilot,MODERATE,BM,Trauma and PTSD,0.525,1.0,0.0,0.3762,0.1
35.21,Gemini,MODERATE,BM,Trauma and PTSD,0.7404,0.4588,0.0,0.1524,0.0
33.79,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6684,0.495,0.0,0.1359,0.0
48.34,Copilot,MODERATE,BM,Trauma and PTSD,0.525,1.0,0.0,0.6592,0.1
35.26,Gemini,MODERATE,BM,Trauma and PTSD,0.7404,0.4118,0.0,0.2759,0.0
35.13,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6684,0.5529,0.0,0.1257,0.0
49.71,Copilot,MODERATE,BM,Trauma and PTSD,0.525,1.0,0.0,0.7626,0.1333
35.27,Gemini,MODERATE,BM,Trauma and PTSD,0.7404,0.4118,0.0,0.2768,0.0
41.81,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5847,0.5647,0.3333,0.1816,0.0
51.18,Copilot,HIGH,BM,Trauma and PTSD,0.7681,0.9265,0.0,0.3646,0.1333
40.81,Gemini,MODERATE,BM,Trauma and PTSD,0.7138,0.4118,0.0,0.4104,0.5
33.44,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5847,0.5647,0.0,0.1783,0.0
51.38,Copilot,HIGH,BM,Trauma and PTSD,0.7681,0.9676,0.0,0.3144,0.1
40.83,Gemini,MODERATE,BM,Trauma and PTSD,0.7138,0.4118,0.0,0.4126,0.5
31.91,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5847,0.5059,0.0,0.1718,0.0
52.45,Copilot,HIGH,BM,Trauma and PTSD,0.7681,1.0,0.0,0.3076,0.1333
36.96,Gemini,MODERATE,BM,Trauma and PTSD,0.7138,0.4588,0.0,0.4079,0.0
43.82,ChatGPT,MODERATE,BM,Trauma and PTSD,0.779,0.7429,0.0,0.1548,0.0333
38.82,Copilot,MODERATE,BM,Trauma and PTSD,0.3244,1.0,0.0,0.3752,0.0333
38.13,Gemini,MODERATE,BM,Trauma and PTSD,0.754,0.5059,0.0,0.2863,0.0
39.44,ChatGPT,MODERATE,BM,Trauma and PTSD,0.779,0.6,0.0,0.1067,0.0
38.92,Copilot,MODERATE,BM,Trauma and PTSD,0.3244,1.0,0.0,0.3518,0.0667
40.9,Gemini,MODERATE,BM,Trauma and PTSD,0.754,0.6168,0.0,0.2859,0.0
42.4,ChatGPT,MODERATE,BM,Trauma and PTSD,0.779,0.7008,0.0,0.1511,0.0
41.87,Copilot,MODERATE,BM,Trauma and PTSD,0.3244,1.0,0.0,0.6473,0.0667
39.28,Gemini,MODERATE,BM,Trauma and PTSD,0.754,0.5059,0.0,0.4016,0.0
37.73,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7541,0.5529,0.0,0.1285,0.0
46.68,Copilot,MODERATE,BM,Trauma and PTSD,0.4768,1.0,0.0,0.6713,0.0667
47.25,Gemini,MODERATE,BM,Trauma and PTSD,0.8129,0.5529,0.0,0.4043,0.5
38.23,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7541,0.5529,0.0,0.1122,0.0667
46.68,Copilot,MODERATE,BM,Trauma and PTSD,0.4768,1.0,0.0,0.6713,0.0667
44.87,Gemini,MODERATE,BM,Trauma and PTSD,0.8129,0.4588,0.0,0.4012,0.5
37.71,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7541,0.5529,0.0,0.1268,0.0
44.28,Copilot,MODERATE,BM,Trauma and PTSD,0.4768,1.0,0.0,0.3974,0.1
39.88,Gemini,MODERATE,BM,Trauma and PTSD,0.8129,0.5059,0.0,0.2847,0.0
29.96,ChatGPT,LOW,BM,Trauma and PTSD,0.5266,0.5059,0.0,0.1511,0.0
47.88,Copilot,MODERATE,BM,Trauma and PTSD,0.3264,0.9647,0.0,0.3974,1.0
34.22,Gemini,MODERATE,BM,Trauma and PTSD,0.6629,0.4588,0.0,0.2866,0.0
29.96,ChatGPT,LOW,BM,Trauma and PTSD,0.5266,0.5059,0.0,0.1511,0.0
50.36,Copilot,HIGH,BM,Trauma and PTSD,0.3264,0.9176,0.0,0.7626,1.0
35.39,Gemini,MODERATE,BM,Trauma and PTSD,0.6629,0.5059,0.0,0.2851,0.0
29.93,ChatGPT,LOW,BM,Trauma and PTSD,0.5266,0.5059,0.0,0.148,0.0
51.53,Copilot,HIGH,BM,Trauma and PTSD,0.3264,0.9647,0.0,0.7626,1.0
34.33,Gemini,MODERATE,BM,Trauma and PTSD,0.6629,0.5059,0.0,0.1799,0.0
30.78,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5929,0.4588,0.0,0.1521,0.0
58.17,Copilot,HIGH,BM,Trauma and PTSD,0.7674,0.8471,0.0,0.3974,1.0
44.46,Gemini,MODERATE,BM,Trauma and PTSD,0.8415,0.4118,0.0,0.3918,0.5
32.84,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5929,0.5421,0.0,0.1503,0.0
58.17,Copilot,HIGH,BM,Trauma and PTSD,0.7674,0.8471,0.0,0.3974,1.0
44.52,Gemini,MODERATE,BM,Trauma and PTSD,0.8415,0.4118,0.0,0.3983,0.5
30.61,ChatGPT,MODERATE,BM,Trauma and PTSD,0.5929,0.4588,0.0,0.1347,0.0
60.2,Copilot,HIGH,BM,Trauma and PTSD,0.7674,0.9647,0.0,0.3061,1.0
36.82,Gemini,MODERATE,BM,Trauma and PTSD,0.8415,0.3529,0.0,0.2753,0.0
36.57,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6821,0.6,0.0,0.1105,0.0
52.14,Copilot,HIGH,BM,Trauma and PTSD,0.4387,1.0,0.0,0.3974,1.0
42.93,Gemini,MODERATE,BM,Trauma and PTSD,0.8368,0.6,0.0,0.2823,0.0
36.62,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6821,0.6,0.0,0.1161,0.0
52.14,Copilot,HIGH,BM,Trauma and PTSD,0.4387,1.0,0.0,0.3974,1.0
41.72,Gemini,MODERATE,BM,Trauma and PTSD,0.8368,0.6,0.0,0.162,0.0
36.57,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6821,0.6,0.0,0.1105,0.0
54.87,Copilot,HIGH,BM,Trauma and PTSD,0.4387,1.0,0.0,0.6713,1.0
51.72,Gemini,HIGH,BM,Trauma and PTSD,0.8368,0.6588,0.3333,0.181,0.0
40.6,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7963,0.6067,0.0,0.154,0.0
43.87,Copilot,MODERATE,BM,Trauma and PTSD,0.2514,0.8941,0.0,0.3974,1.0
46.91,Gemini,MODERATE,BM,Trauma and PTSD,0.8428,0.5059,0.0,0.3979,0.5
40.67,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7963,0.6067,0.0,0.1616,0.0
50.17,Copilot,HIGH,BM,Trauma and PTSD,0.2514,1.0,0.0,0.7626,1.0
45.68,Gemini,MODERATE,BM,Trauma and PTSD,0.8428,0.4588,0.0,0.3924,0.5
48.0,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7963,0.5697,0.3333,0.154,0.0
50.17,Copilot,HIGH,BM,Trauma and PTSD,0.2514,1.0,0.0,0.7626,1.0
43.66,Gemini,MODERATE,BM,Trauma and PTSD,0.8428,0.4118,0.0,0.3919,0.4167
41.93,ChatGPT,MODERATE,BM,Trauma and PTSD,0.8052,0.6321,0.0,0.1976,0.0
50.98,Copilot,HIGH,BM,Trauma and PTSD,0.4101,0.9882,0.0,0.3974,1.0
42.52,Gemini,MODERATE,BM,Trauma and PTSD,0.862,0.5529,0.0,0.2831,0.0
41.97,ChatGPT,MODERATE,BM,Trauma and PTSD,0.8052,0.6321,0.0,0.1675,0.0333
54.28,Copilot,HIGH,BM,Trauma and PTSD,0.4101,1.0,0.0,0.6974,1.0
42.44,Gemini,MODERATE,BM,Trauma and PTSD,0.862,0.5529,0.0,0.276,0.0
41.4,ChatGPT,MODERATE,BM,Trauma and PTSD,0.8052,0.6321,0.0,0.1437,0.0
55.58,Copilot,HIGH,BM,Trauma and PTSD,0.4101,1.0,0.0,0.8278,1.0
42.45,Gemini,MODERATE,BM,Trauma and PTSD,0.862,0.6,0.0,0.1585,0.0
36.69,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7894,0.4588,0.0,0.154,0.0
41.12,Copilot,MODERATE,BM,Trauma and PTSD,0.392,1.0,0.0,0.4366,0.0
36.83,Gemini,MODERATE,BM,Trauma and PTSD,0.7881,0.4118,0.0,0.2889,0.0
35.53,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7894,0.4118,0.0,0.1559,0.0
41.14,Copilot,MODERATE,BM,Trauma and PTSD,0.392,1.0,0.0,0.438,0.0
36.83,Gemini,MODERATE,BM,Trauma and PTSD,0.7881,0.4588,0.0,0.1716,0.0
37.92,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7894,0.5059,0.0,0.1589,0.0
41.36,Copilot,MODERATE,BM,Trauma and PTSD,0.392,1.0,0.0,0.4602,0.0
36.84,Gemini,MODERATE,BM,Trauma and PTSD,0.7881,0.4118,0.0,0.2902,0.0
38.67,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7047,0.6362,0.0,0.162,0.0
47.57,Copilot,MODERATE,BM,Trauma and PTSD,0.6046,1.0,0.0,0.3762,0.0667
56.31,Gemini,HIGH,BM,Trauma and PTSD,0.7988,0.6,0.3333,0.4009,0.5
38.67,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7047,0.6362,0.0,0.1629,0.0
50.85,Copilot,HIGH,BM,Trauma and PTSD,0.6046,1.0,0.0,0.6713,0.1
51.56,Gemini,HIGH,BM,Trauma and PTSD,0.7988,0.4118,0.3333,0.3971,0.5
36.43,ChatGPT,MODERATE,BM,Trauma and PTSD,0.7047,0.5529,0.0,0.1462,0.0
51.46,Copilot,HIGH,BM,Trauma and PTSD,0.6046,1.0,0.0,0.7322,0.1
55.12,Gemini,HIGH,BM,Trauma and PTSD,0.7988,0.5529,0.3333,0.3994,0.5
34.55,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6543,0.5529,0.0,0.1099,0.0
40.76,Copilot,MODERATE,BM,Trauma and PTSD,0.26,1.0,0.0,0.7626,0.0333
47.13,Gemini,MODERATE,BM,Trauma and PTSD,0.8587,0.4118,0.3333,0.2745,0.0
34.66,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6543,0.5529,0.0,0.1204,0.0
40.84,Copilot,MODERATE,BM,Trauma and PTSD,0.26,1.0,0.0,0.7373,0.0667
48.26,Gemini,MODERATE,BM,Trauma and PTSD,0.8587,0.4118,0.3333,0.3876,0.0
34.5,ChatGPT,MODERATE,BM,Trauma and PTSD,0.6543,0.5529,0.0,0.1048,0.0
41.09,Copilot,MODERATE,BM,Trauma and PTSD,0.26,1.0,0.0,0.7626,0.0667
42.29,Gemini,MODERATE,BM,Trauma and PTSD,0.8587,0.5059,0.0,0.3879,0.0
27.68,ChatGPT,LOW,EN,Mood Disorders,0.6843,0.1765,0.0,0.1906,0.0833
44.39,Copilot,MODERATE,EN,Mood Disorders,0.1145,1.0,0.0,0.7626,0.8333
28.17,Gemini,LOW,EN,Mood Disorders,0.772,0.0,0.0,0.4178,0.0833
30.63,ChatGPT,MODERATE,EN,Mood Disorders,0.6843,0.2941,0.0,0.1912,0.0833
44.39,Copilot,MODERATE,EN,Mood Disorders,0.1145,1.0,0.0,0.7626,0.8333
29.62,Gemini,LOW,EN,Mood Disorders,0.772,0.0588,0.0,0.416,0.0833
29.17,ChatGPT,LOW,EN,Mood Disorders,0.6843,0.2353,0.0,0.1927,0.0833
44.39,Copilot,MODERATE,EN,Mood Disorders,0.1145,1.0,0.0,0.7626,0.8333
28.18,Gemini,LOW,EN,Mood Disorders,0.772,0.0,0.0,0.4184,0.0833
27.38,ChatGPT,LOW,EN,Mood Disorders,0.5864,0.2824,0.0,0.1891,0.0833
40.63,Copilot,MODERATE,EN,Mood Disorders,0.0802,1.0,0.0,0.4887,0.8333
27.24,Gemini,LOW,EN,Mood Disorders,0.6916,0.0588,0.0,0.4186,0.0833
24.77,ChatGPT,LOW,EN,Mood Disorders,0.5864,0.1765,0.0,0.1936,0.0833
40.63,Copilot,MODERATE,EN,Mood Disorders,0.0802,1.0,0.0,0.4887,0.8333
25.78,Gemini,LOW,EN,Mood Disorders,0.6916,0.0,0.0,0.4198,0.0833
25.83,ChatGPT,LOW,EN,Mood Disorders,0.5864,0.2235,0.0,0.1818,0.0833
40.63,Copilot,MODERATE,EN,Mood Disorders,0.0802,1.0,0.0,0.4887,0.8333
25.79,Gemini,LOW,EN,Mood Disorders,0.6916,0.0,0.0,0.4212,0.0833
33.82,ChatGPT,MODERATE,EN,Mood Disorders,0.6731,0.4353,0.0,0.1917,0.0833
44.44,Copilot,MODERATE,EN,Mood Disorders,0.4877,1.0,0.0,0.3974,0.0833
34.39,Gemini,MODERATE,EN,Mood Disorders,0.7929,0.2706,0.0,0.3,0.0833
30.0,ChatGPT,LOW,EN,Mood Disorders,0.6731,0.2824,0.0,0.1914,0.0833
44.44,Copilot,MODERATE,EN,Mood Disorders,0.4877,1.0,0.0,0.3974,0.0833
34.68,Gemini,MODERATE,EN,Mood Disorders,0.7929,0.2824,0.0,0.3005,0.0833
37.88,ChatGPT,MODERATE,EN,Mood Disorders,0.6731,0.5882,0.0,0.2148,0.0833
47.18,Copilot,MODERATE,EN,Mood Disorders,0.4877,1.0,0.0,0.6713,0.0833
32.9,Gemini,MODERATE,EN,Mood Disorders,0.7929,0.2118,0.0,0.2987,0.0833
29.67,ChatGPT,LOW,EN,Mood Disorders,0.7181,0.2353,0.0,0.1414,0.0833
42.03,Copilot,MODERATE,EN,Mood Disorders,0.4159,0.9824,0.0,0.4157,0.0833
33.67,Gemini,MODERATE,EN,Mood Disorders,0.9009,0.1647,0.0,0.1692,0.0833
28.37,ChatGPT,LOW,EN,Mood Disorders,0.7181,0.1765,0.0,0.1583,0.0833
42.81,Copilot,MODERATE,EN,Mood Disorders,0.4159,0.9971,0.0,0.4572,0.0833
40.35,Gemini,MODERATE,EN,Mood Disorders,0.9009,0.2706,0.0667,0.4063,0.0833
27.91,ChatGPT,LOW,EN,Mood Disorders,0.7181,0.1647,0.0,0.1414,0.0833
42.82,Copilot,MODERATE,EN,Mood Disorders,0.4159,1.0,0.0,0.4507,0.0833
36.47,Gemini,MODERATE,EN,Mood Disorders,0.9009,0.2824,0.0,0.1551,0.0833
27.83,ChatGPT,LOW,EN,Mood Disorders,0.6362,0.2521,0.0,0.1611,0.0833
41.84,Copilot,MODERATE,EN,Mood Disorders,0.7374,0.6202,0.0,0.3385,0.0833
29.28,Gemini,LOW,EN,Mood Disorders,0.8012,0.0588,0.0,0.2944,0.0833
27.81,ChatGPT,LOW,EN,Mood Disorders,0.6362,0.2521,0.0,0.1586,0.0833
51.37,Copilot,HIGH,EN,Mood Disorders,0.7374,0.9412,0.0,0.4887,0.0833
27.84,Gemini,LOW,EN,Mood Disorders,0.8012,0.0,0.0,0.2969,0.0833
27.15,ChatGPT,LOW,EN,Mood Disorders,0.6362,0.2353,0.0,0.1347,0.0833
55.84,Copilot,HIGH,EN,Mood Disorders,0.7374,1.0,0.0,0.7887,0.0833
27.77,Gemini,LOW,EN,Mood Disorders,0.8012,0.0,0.0,0.29,0.0833
28.14,ChatGPT,LOW,EN,Mood Disorders,0.6595,0.2353,0.0,0.1641,0.0833
44.76,Copilot,MODERATE,EN,Mood Disorders,0.6543,0.8392,0.0,0.3322,0.0833
30.72,Gemini,MODERATE,EN,Mood Disorders,0.8479,0.0588,0.0,0.2979,0.0833
26.73,ChatGPT,LOW,EN,Mood Disorders,0.6595,0.1765,0.0,0.1705,0.0833
49.45,Copilot,MODERATE,EN,Mood Disorders,0.6543,0.8863,0.0,0.6832,0.0833
29.21,Gemini,LOW,EN,Mood Disorders,0.8479,0.0,0.0,0.2939,0.0833
28.05,ChatGPT,LOW,EN,Mood Disorders,0.6595,0.2353,0.0,0.1548,0.0833
41.77,Copilot,MODERATE,EN,Mood Disorders,0.6543,0.7216,0.0,0.3272,0.0833
29.3,Gemini,LOW,EN,Mood Disorders,0.8479,0.0,0.0,0.3031,0.0833
19.96,ChatGPT,LOW,EN,Mood Disorders,0.4754,0.1176,0.0,0.1926,0.0833
39.09,Copilot,MODERATE,EN,Mood Disorders,0.3094,1.0,0.0,0.3974,0.0833
29.06,Gemini,LOW,EN,Mood Disorders,0.8004,0.0,0.0,0.4216,0.0833
21.33,ChatGPT,LOW,EN,Mood Disorders,0.4754,0.1765,0.0,0.1819,0.0833
41.83,Copilot,MODERATE,EN,Mood Disorders,0.3094,1.0,0.0,0.6713,0.0833
29.06,Gemini,LOW,EN,Mood Disorders,0.8004,0.0,0.0,0.4211,0.0833
21.35,ChatGPT,LOW,EN,Mood Disorders,0.4754,0.1765,0.0,0.1844,0.0833
42.56,Copilot,MODERATE,EN,Mood Disorders,0.3094,1.0,0.0,0.7444,0.0833
30.54,Gemini,MODERATE,EN,Mood Disorders,0.8004,0.0588,0.0,0.4227,0.0833
31.86,ChatGPT,MODERATE,EN,Mood Disorders,0.7772,0.2353,0.0,0.1828,0.0833
45.4,Copilot,MODERATE,EN,Mood Disorders,0.3795,1.0,0.0,0.4853,0.4167
29.04,Gemini,LOW,EN,Mood Disorders,0.8007,0.0,0.0,0.418,0.0833
30.34,ChatGPT,MODERATE,EN,Mood Disorders,0.7772,0.1765,0.0,0.1783,0.0833
52.57,Copilot,HIGH,EN,Mood Disorders,0.3795,1.0,0.0,0.785,0.8333
29.05,Gemini,LOW,EN,Mood Disorders,0.8007,0.0,0.0,0.4195,0.0833
31.73,ChatGPT,MODERATE,EN,Mood Disorders,0.7772,0.2353,0.0,0.1701,0.0833
51.93,Copilot,HIGH,EN,Mood Disorders,0.3795,1.0,0.0,0.7211,0.8333
33.66,Gemini,MODERATE,EN,Mood Disorders,0.8007,0.1176,0.0667,0.4202,0.0833
