hmi_score,chatbot,severity,language,category,FC Norm,RG Norm,SC Norm,SH Norm,CA Norm
36.31,ChatGPT,MODERATE,EN,Depression,0.7711,0.4265,0.0,0.1676,0.0833
33.87,Copilot,MODERATE,EN,Depression,0.7045,0.4118,0.0,0.1611,0.0833
24.6,Gemini,LOW,EN,Depression,0.6952,0.0,0.0,0.2911,0.0833
31.31,ChatGPT,MODERATE,EN,Depression,0.7711,0.2353,0.0,0.1459,0.0833
34.22,Copilot,MODERATE,EN,Depression,0.7045,0.4118,0.0,0.1955,0.0833
30.54,Gemini,MODERATE,EN,Depression,0.6952,0.2353,0.0,0.2969,0.0833
33.37,ChatGPT,MODERATE,EN,Depression,0.7711,0.3088,0.0,0.1684,0.0833
40.46,Copilot,MODERATE,EN,Depression,0.7045,0.6471,0.0,0.2314,0.0833
29.0,Gemini,LOW,EN,Depression,0.6952,0.1765,0.0,0.2898,0.0833
18.61,ChatGPT,LOW,EN,Depression,0.3364,0.2353,0.0,0.1807,0.0833
43.21,Copilot,MODERATE,EN,Depression,0.6305,0.8147,0.0,0.3091,0.0833
34.58,Gemini,MODERATE,EN,Depression,0.764,0.0,0.2667,0.4159,0.0833
17.18,ChatGPT,LOW,EN,Depression,0.3364,0.1765,0.0,0.1849,0.0833
47.77,Copilot,MODERATE,EN,Depression,0.6305,0.9676,0.0,0.3834,0.0833
31.3,Gemini,MODERATE,EN,Depression,0.764,0.0,0.1333,0.4214,0.0833
17.19,ChatGPT,LOW,EN,Depression,0.3364,0.1765,0.0,0.1854,0.0833
38.41,Copilot,MODERATE,EN,Depression,0.6305,0.6265,0.0,0.2996,0.0833
36.03,Gemini,MODERATE,EN,Depression,0.764,0.0588,0.2667,0.4137,0.0833
39.63,ChatGPT,MODERATE,EN,Depression,0.683,0.6575,0.0,0.1872,0.0833
33.94,Copilot,MODERATE,EN,Depression,0.7837,0.3098,0.0,0.1847,0.0833
31.35,Gemini,MODERATE,EN,Depression,0.8861,0.0,0.0,0.3937,0.0833
38.11,ChatGPT,MODERATE,EN,Depression,0.683,0.5987,0.0,0.1816,0.0833
29.07,Copilot,LOW,EN,Depression,0.7837,0.1203,0.0,0.1722,0.0833
33.93,Gemini,MODERATE,EN,Depression,0.8861,0.1438,0.0,0.2918,0.0833
44.65,ChatGPT,MODERATE,EN,Depression,0.683,0.8471,0.0,0.2148,0.0833
31.44,Copilot,MODERATE,EN,Depression,0.7837,0.2235,0.0,0.1509,0.0833
32.56,Gemini,MODERATE,EN,Depression,0.8861,0.085,0.0,0.3018,0.0833
30.08,ChatGPT,MODERATE,EN,Depression,0.8179,0.1176,0.0,0.1762,0.0833
34.63,Copilot,MODERATE,EN,Depression,0.6713,0.4706,0.0,0.1891,0.0833
28.65,Gemini,LOW,EN,Depression,0.7757,0.0588,0.0,0.3073,0.0833
31.52,ChatGPT,MODERATE,EN,Depression,0.8179,0.1765,0.0,0.1733,0.0833
33.15,Copilot,MODERATE,EN,Depression,0.6713,0.4118,0.0,0.1887,0.0833
28.66,Gemini,LOW,EN,Depression,0.7757,0.0588,0.0,0.3084,0.0833
37.56,ChatGPT,MODERATE,EN,Depression,0.8179,0.4118,0.0,0.1898,0.0833
31.7,Copilot,MODERATE,EN,Depression,0.6713,0.3529,0.0,0.1905,0.0833
29.98,Gemini,LOW,EN,Depression,0.7757,0.1176,0.0,0.2933,0.0833
29.25,ChatGPT,LOW,EN,Depression,0.6179,0.3216,0.0,0.1844,0.0833
35.52,Copilot,MODERATE,EN,Depression,0.7654,0.3922,0.0,0.1917,0.0833
27.35,Gemini,LOW,EN,Depression,0.7388,0.0588,0.0,0.2887,0.0833
33.65,ChatGPT,MODERATE,EN,Depression,0.6179,0.498,0.0,0.1828,0.0833
28.44,Copilot,LOW,EN,Depression,0.7654,0.1176,0.0,0.1697,0.0833
27.76,Gemini,LOW,EN,Depression,0.7388,0.1176,0.0,0.1822,0.0833
25.32,ChatGPT,LOW,EN,Depression,0.6179,0.1765,0.0,0.154,0.0833
32.68,Copilot,MODERATE,EN,Depression,0.7654,0.2824,0.0,0.1826,0.0833
27.37,Gemini,LOW,EN,Depression,0.7388,0.0588,0.0,0.2901,0.0833
30.58,ChatGPT,MODERATE,EN,Depression,0.5989,0.395,0.0,0.1906,0.0833
38.63,Copilot,MODERATE,EN,Depression,0.7088,0.5849,0.0,0.1905,0.0833
31.51,Gemini,MODERATE,EN,Depression,0.819,0.0756,0.0,0.4212,0.0833
30.46,ChatGPT,MODERATE,EN,Depression,0.5989,0.3933,0.0,0.1825,0.0833
40.79,Copilot,MODERATE,EN,Depression,0.7088,0.5378,0.1333,0.1914,0.0833
32.98,Gemini,MODERATE,EN,Depression,0.819,0.1345,0.0,0.4217,0.0833
30.6,ChatGPT,MODERATE,EN,Depression,0.5989,0.395,0.0,0.1926,0.0833
38.77,Copilot,MODERATE,EN,Depression,0.7088,0.595,0.0,0.1797,0.0833
29.57,Gemini,LOW,EN,Depression,0.819,0.0,0.0,0.4162,0.0833
24.0,ChatGPT,LOW,EN,Depression,0.4526,0.3294,0.0,0.1354,0.0833
17.36,Copilot,LOW,EN,Depression,0.1742,0.4,0.0,0.1305,0.0833
34.04,Gemini,MODERATE,EN,Depression,0.8597,0.2235,0.0,0.1828,0.0833
27.05,ChatGPT,LOW,EN,Depression,0.4526,0.4471,0.0,0.1459,0.0833
17.47,Copilot,LOW,EN,Depression,0.1742,0.4,0.0,0.1408,0.0833
28.43,Gemini,LOW,EN,Depression,0.8597,0.0,0.0,0.1804,0.0833
25.45,ChatGPT,LOW,EN,Depression,0.4526,0.3882,0.0,0.1337,0.0833
16.21,Copilot,LOW,EN,Depression,0.1742,0.3529,0.0,0.1331,0.0833
31.04,Gemini,MODERATE,EN,Depression,0.8597,0.0588,0.0,0.2944,0.0833
36.55,ChatGPT,MODERATE,EN,Depression,0.8378,0.3765,0.0,0.1165,0.0833
29.91,Copilot,LOW,EN,Depression,0.6128,0.3673,0.0,0.1505,0.0833
34.12,Gemini,MODERATE,EN,Depression,0.8193,0.2353,0.0,0.2826,0.0833
32.67,ChatGPT,MODERATE,EN,Depression,0.8378,0.2118,0.0,0.1408,0.0833
32.71,Copilot,MODERATE,EN,Depression,0.6128,0.4732,0.0,0.1663,0.0833
41.55,Gemini,MODERATE,EN,Depression,0.8193,0.4471,0.1333,0.1624,0.0833
34.39,ChatGPT,MODERATE,EN,Depression,0.8378,0.2824,0.0,0.1366,0.0833
30.07,Copilot,MODERATE,EN,Depression,0.6128,0.3673,0.0,0.1668,0.0833
34.45,Gemini,MODERATE,EN,Depression,0.8193,0.1176,0.1333,0.276,0.0833
34.95,ChatGPT,MODERATE,EN,Depression,0.7022,0.45,0.0,0.1797,0.0833
36.8,Copilot,MODERATE,EN,Depression,0.8142,0.4,0.0,0.154,0.0833
26.99,Gemini,LOW,EN,Depression,0.7348,0.0,0.0,0.4115,0.0833
37.86,ChatGPT,MODERATE,EN,Depression,0.7022,0.5676,0.0,0.1773,0.0833
39.05,Copilot,MODERATE,EN,Depression,0.8142,0.4765,0.0,0.1884,0.0833
26.97,Gemini,LOW,EN,Depression,0.7348,0.0,0.0,0.4093,0.0833
29.35,ChatGPT,LOW,EN,Depression,0.7022,0.2265,0.0,0.1788,0.0833
42.27,Copilot,MODERATE,EN,Depression,0.8142,0.6059,0.0,0.1867,0.0833
26.94,Gemini,LOW,EN,Depression,0.7348,0.0,0.0,0.4067,0.0833
30.78,ChatGPT,MODERATE,EN,Depression,0.7981,0.1765,0.0,0.1595,0.0833
32.14,Copilot,MODERATE,EN,Depression,0.6934,0.3529,0.0,0.168,0.0833
26.2,Gemini,LOW,EN,Depression,0.6955,0.0588,0.0,0.3029,0.0833
34.2,ChatGPT,MODERATE,EN,Depression,0.7981,0.3088,0.0,0.1706,0.0833
27.69,Copilot,LOW,EN,Depression,0.6934,0.1765,0.0,0.1648,0.0833
24.7,Gemini,LOW,EN,Depression,0.6955,0.0,0.0,0.3001,0.0833
32.28,ChatGPT,MODERATE,EN,Depression,0.7981,0.2353,0.0,0.1619,0.0833
26.19,Copilot,LOW,EN,Depression,0.6934,0.1176,0.0,0.1619,0.0833
25.78,Gemini,LOW,EN,Depression,0.6955,0.0,0.0,0.4086,0.0833
27.49,ChatGPT,LOW,EN,Depression,0.6898,0.1647,0.0,0.184,0.0833
29.42,Copilot,LOW,EN,Depression,0.6287,0.3176,0.0,0.1783,0.0833
34.33,Gemini,MODERATE,EN,Depression,0.879,0.1176,0.0,0.4187,0.0833
32.94,ChatGPT,MODERATE,EN,Depression,0.6898,0.3882,0.0,0.1706,0.0833
30.88,Copilot,MODERATE,EN,Depression,0.6287,0.3765,0.0,0.1778,0.0833
31.38,Gemini,MODERATE,EN,Depression,0.879,0.0,0.0,0.418,0.0833
27.52,ChatGPT,LOW,EN,Depression,0.6898,0.1647,0.0,0.1874,0.0833
32.36,Copilot,MODERATE,EN,Depression,0.6287,0.4353,0.0,0.1783,0.0833
35.85,Gemini,MODERATE,EN,Depression,0.879,0.2235,0.0,0.3055,0.0833
27.96,ChatGPT,LOW,EN,Depression,0.6609,0.2353,0.0,0.1418,0.0833
34.46,Copilot,MODERATE,EN,Depression,0.6322,0.5412,0.0,0.1134,0.0833
24.42,Gemini,LOW,EN,Depression,0.6394,0.0588,0.0,0.2937,0.0833
35.06,ChatGPT,MODERATE,EN,Depression,0.6609,0.5088,0.0,0.1676,0.0833
32.87,Copilot,MODERATE,EN,Depression,0.6322,0.4824,0.0,0.1007,0.0833
25.9,Gemini,LOW,EN,Depression,0.6394,0.1176,0.0,0.2945,0.0833
28.62,ChatGPT,LOW,EN,Depression,0.6609,0.25,0.0,0.1706,0.0833
31.93,Copilot,MODERATE,EN,Depression,0.6322,0.4353,0.0,0.1248,0.0833
22.99,Gemini,LOW,EN,Depression,0.6394,0.0,0.0,0.297,0.0833
30.63,ChatGPT,MODERATE,EN,Depression,0.5869,0.4353,0.0,0.1305,0.0833
17.12,Copilot,LOW,EN,Depression,0.0783,0.4941,0.0,0.1589,0.0833
26.64,Gemini,LOW,EN,Depression,0.6665,0.0,0.0667,0.4142,0.0833
29.46,ChatGPT,LOW,EN,Depression,0.5869,0.3765,0.0,0.1611,0.0833
17.88,Copilot,LOW,EN,Depression,0.0783,0.4941,0.0,0.2344,0.0833
25.33,Gemini,LOW,EN,Depression,0.6665,0.0588,0.0,0.3028,0.0833
24.98,ChatGPT,LOW,EN,Depression,0.5869,0.2,0.0,0.154,0.0833
17.17,Copilot,LOW,EN,Depression,0.0783,0.4941,0.0,0.1635,0.0833
24.91,Gemini,LOW,EN,Depression,0.6665,0.0471,0.0,0.2904,0.0833
21.54,ChatGPT,LOW,EN,Depression,0.5107,0.1647,0.0,0.127,0.0833
31.96,Copilot,MODERATE,EN,Depression,0.6977,0.3647,0.0,0.1074,0.0833
28.5,Gemini,LOW,EN,Depression,0.7663,0.1176,0.0,0.1733,0.0833
21.73,ChatGPT,LOW,EN,Depression,0.5107,0.1647,0.0,0.1459,0.0833
39.79,Copilot,MODERATE,EN,Depression,0.6977,0.6,0.0,0.303,0.0833
31.85,Gemini,MODERATE,EN,Depression,0.7663,0.1176,0.1333,0.1758,0.0833
23.16,ChatGPT,LOW,EN,Depression,0.5107,0.2235,0.0,0.1418,0.0833
36.58,Copilot,MODERATE,EN,Depression,0.6977,0.4824,0.0,0.2757,0.0833
29.94,Gemini,LOW,EN,Depression,0.7663,0.0588,0.0667,0.2985,0.0833
27.73,ChatGPT,LOW,EN,Depression,0.8345,0.0,0.0,0.1866,0.0833
35.32,Copilot,MODERATE,EN,Depression,0.8086,0.2824,0.0,0.3169,0.0833
25.47,Gemini,LOW,EN,Depression,0.6819,0.0,0.0,0.4179,0.0833
33.7,ChatGPT,MODERATE,EN,Depression,0.8345,0.2353,0.0,0.1945,0.0833
35.24,Copilot,MODERATE,EN,Depression,0.8086,0.2824,0.0,0.3091,0.0833
27.13,Gemini,LOW,EN,Depression,0.6819,0.0,0.0667,0.4174,0.0833
35.42,ChatGPT,MODERATE,EN,Depression,0.8345,0.1765,0.1333,0.181,0.0833
60.09,Copilot,HIGH,EN,Depression,0.8086,1.0,0.0,1.0,0.0833
25.49,Gemini,LOW,EN,Depression,0.6819,0.0,0.0,0.4201,0.0833
43.09,ChatGPT,MODERATE,BM,Depression,0.7999,0.7059,0.0,0.1446,0.0
28.79,Copilot,LOW,BM,Depression,0.3917,0.6471,0.0,0.0864,0.0
41.29,Gemini,MODERATE,BM,Depression,0.8234,0.5529,0.0,0.2766,0.0
40.02,ChatGPT,MODERATE,BM,Depression,0.7999,0.6,0.0,0.1023,0.0
28.9,Copilot,LOW,BM,Depression,0.3917,0.6471,0.0,0.0974,0.0
43.75,Gemini,MODERATE,BM,Depression,0.8234,0.6471,0.0,0.2872,0.0
41.24,ChatGPT,MODERATE,BM,Depression,0.7999,0.6471,0.0,0.1067,0.0
29.01,Copilot,LOW,BM,Depression,0.3917,0.6471,0.0,0.1081,0.0
40.94,Gemini,MODERATE,BM,Depression,0.8234,0.5412,0.0,0.2707,0.0
37.75,ChatGPT,MODERATE,BM,Depression,0.6514,0.6588,0.0,0.1733,0.0
41.4,Copilot,MODERATE,BM,Depression,0.6807,0.7549,0.0,0.211,0.0
54.22,Gemini,HIGH,BM,Depression,0.7673,0.5529,0.3333,0.4047,0.5
46.1,ChatGPT,MODERATE,BM,Depression,0.6514,0.6588,0.3333,0.1748,0.0
42.3,Copilot,MODERATE,BM,Depression,0.6807,0.7549,0.0,0.3003,0.0
47.58,Gemini,MODERATE,BM,Depression,0.7673,0.3529,0.2667,0.4068,0.5
37.73,ChatGPT,MODERATE,BM,Depression,0.6514,0.6588,0.0,0.172,0.0
48.37,Copilot,MODERATE,BM,Depression,0.6807,0.9902,0.0,0.2861,0.0333
51.88,Gemini,HIGH,BM,Depression,0.7673,0.4588,0.3333,0.4056,0.5
36.48,ChatGPT,MODERATE,BM,Depression,0.5945,0.6791,0.0,0.1331,0.0333
40.34,Copilot,MODERATE,BM,Depression,0.7322,0.6791,0.0,0.1398,0.0
40.86,Gemini,MODERATE,BM,Depression,0.8179,0.6,0.0,0.1318,0.0
36.21,ChatGPT,MODERATE,BM,Depression,0.5945,0.6791,0.0,0.1398,0.0
41.78,Copilot,MODERATE,BM,Depression,0.7322,0.7326,0.0,0.1496,0.0
41.07,Gemini,MODERATE,BM,Depression,0.8179,0.5529,0.0,0.2712,0.0
37.69,ChatGPT,MODERATE,BM,Depression,0.5945,0.7326,0.0,0.154,0.0
39.22,Copilot,MODERATE,BM,Depression,0.7322,0.6471,0.0,0.1081,0.0
41.07,Gemini,MODERATE,BM,Depression,0.8179,0.5529,0.0,0.2704,0.0
39.16,ChatGPT,MODERATE,BM,Depression,0.7293,0.6321,0.0,0.1482,0.0
40.78,Copilot,MODERATE,BM,Depression,0.4883,0.9144,0.0,0.2605,0.0667
40.44,Gemini,MODERATE,BM,Depression,0.7527,0.6,0.0,0.2863,0.0
40.34,ChatGPT,MODERATE,BM,Depression,0.7293,0.6791,0.0,0.148,0.0
40.63,Copilot,MODERATE,BM,Depression,0.4883,0.9144,0.0,0.2453,0.0667
40.34,Gemini,MODERATE,BM,Depression,0.7527,0.6,0.0,0.2758,0.0
40.32,ChatGPT,MODERATE,BM,Depression,0.7293,0.6791,0.0,0.1463,0.0
40.59,Copilot,MODERATE,BM,Depression,0.4883,0.9144,0.0,0.2409,0.0667
40.4,Gemini,MODERATE,BM,Depression,0.7527,0.6,0.0,0.2816,0.0
40.39,ChatGPT,MODERATE,BM,Depression,0.6676,0.7549,0.0,0.1487,0.0
39.42,Copilot,MODERATE,BM,Depression,0.6799,0.7059,0.0,0.1377,0.0
42.5,Gemini,MODERATE,BM,Depression,0.8227,0.6,0.0,0.2819,0.0
40.55,ChatGPT,MODERATE,BM,Depression,0.6676,0.7549,0.0,0.1647,0.0
37.93,Copilot,MODERATE,BM,Depression,0.6799,0.6471,0.0,0.0693,0.0667
40.5,Gemini,MODERATE,BM,Depression,0.8227,0.5627,0.0,0.1746,0.0
39.19,ChatGPT,MODERATE,BM,Depression,0.6676,0.7059,0.0,0.1519,0.0
37.1,Copilot,MODERATE,BM,Depression,0.6799,0.6471,0.0,0.0528,0.0
44.09,Gemini,MODERATE,BM,Depression,0.8227,0.6588,0.0,0.2933,0.0
36.46,ChatGPT,MODERATE,BM,Depression,0.6036,0.6471,0.0,0.1508,0.0667
45.04,Copilot,MODERATE,BM,Depression,0.5569,0.9679,0.0,0.2804,0.1333
49.07,Gemini,MODERATE,BM,Depression,0.7618,0.5529,0.3333,0.4058,0.0
40.88,ChatGPT,MODERATE,BM,Depression,0.6036,0.6471,0.0,0.1597,0.5
43.02,Copilot,MODERATE,BM,Depression,0.5569,0.9144,0.0,0.2453,0.1
54.13,Gemini,HIGH,BM,Depression,0.7618,0.5529,0.3333,0.4117,0.5
34.65,ChatGPT,MODERATE,BM,Depression,0.6036,0.6,0.0,0.154,0.0
44.94,Copilot,MODERATE,BM,Depression,0.5569,0.9679,0.0,0.2706,0.1333
54.09,Gemini,HIGH,BM,Depression,0.7618,0.5529,0.3333,0.4079,0.5
40.33,ChatGPT,MODERATE,BM,Depression,0.7687,0.6471,0.0,0.109,0.0
44.33,Copilot,MODERATE,BM,Depression,0.6204,0.8824,0.0,0.2991,0.0667
35.83,Gemini,MODERATE,BM,Depression,0.6415,0.5529,0.0,0.276,0.0
38.13,ChatGPT,MODERATE,BM,Depression,0.7687,0.5529,0.0,0.1248,0.0
41.67,Copilot,MODERATE,BM,Depression,0.6204,0.8824,0.0,0.0,0.1
42.96,Gemini,MODERATE,BM,Depression,0.6415,0.5529,0.3333,0.1561,0.0
40.5,ChatGPT,MODERATE,BM,Depression,0.7687,0.6471,0.0,0.1261,0.0
42.52,Copilot,MODERATE,BM,Depression,0.6204,0.8824,0.0,0.0848,0.1
34.73,Gemini,MODERATE,BM,Depression,0.6415,0.5529,0.0,0.1665,0.0
41.95,ChatGPT,MODERATE,BM,Depression,0.8021,0.6588,0.0,0.1414,0.0
40.82,Copilot,MODERATE,BM,Depression,0.6514,0.7899,0.0,0.1531,0.0
50.73,Gemini,HIGH,BM,Depression,0.8566,0.5529,0.3333,0.2879,0.0
40.78,ChatGPT,MODERATE,BM,Depression,0.8021,0.6168,0.0,0.1299,0.0
40.79,Copilot,MODERATE,BM,Depression,0.6514,0.7899,0.0,0.1496,0.0
45.06,Gemini,MODERATE,BM,Depression,0.8566,0.6588,0.0,0.2895,0.0
45.45,ChatGPT,MODERATE,BM,Depression,0.8021,0.7899,0.0,0.1641,0.0
50.51,Copilot,HIGH,BM,Depression,0.6514,1.0,0.0,0.5639,0.0333
43.93,Gemini,MODERATE,BM,Depression,0.8566,0.6118,0.0,0.2934,0.0
40.93,ChatGPT,MODERATE,BM,Depression,0.7221,0.7059,0.0,0.1624,0.0
75.0,Copilot,HIGH,BM,Depression,1.0,1.0,0.0,1.0,1.0
47.29,Gemini,MODERATE,BM,Depression,0.6987,0.6,0.3333,0.2998,0.0
50.83,ChatGPT,HIGH,BM,Depression,0.7221,0.7647,0.3333,0.1713,0.0
69.8,Copilot,HIGH,BM,Depression,1.0,1.0,0.3333,0.58,0.0667
38.94,Gemini,MODERATE,BM,Depression,0.6987,0.6,0.0,0.2983,0.0
47.71,ChatGPT,MODERATE,BM,Depression,0.7221,0.6471,0.3333,0.154,0.0
65.12,Copilot,HIGH,BM,Depression,1.0,0.9412,0.3333,0.2591,0.0667
48.48,Gemini,MODERATE,BM,Depression,0.6987,0.6471,0.3333,0.301,0.0
37.51,ChatGPT,MODERATE,BM,Depression,0.6115,0.7059,0.0,0.1519,0.0
38.1,Copilot,MODERATE,BM,Depression,0.637,0.7059,0.0,0.1343,0.0
38.35,Gemini,MODERATE,BM,Depression,0.6848,0.6,0.0,0.2804,0.0
37.54,ChatGPT,MODERATE,BM,Depression,0.6115,0.7059,0.0,0.1546,0.0
37.93,Copilot,MODERATE,BM,Depression,0.637,0.7059,0.0,0.117,0.0
38.32,Gemini,MODERATE,BM,Depression,0.6848,0.6,0.0,0.2776,0.0
36.15,ChatGPT,MODERATE,BM,Depression,0.6115,0.6569,0.0,0.1387,0.0
38.2,Copilot,MODERATE,BM,Depression,0.637,0.7059,0.0,0.1115,0.0333
38.3,Gemini,MODERATE,BM,Depression,0.6848,0.6,0.0,0.2752,0.0
38.7,ChatGPT,MODERATE,BM,Depression,0.7004,0.6471,0.0,0.1508,0.0
40.27,Copilot,MODERATE,BM,Depression,0.7492,0.6471,0.0,0.0951,0.0667
43.28,Gemini,MODERATE,BM,Depression,0.8012,0.6471,0.0,0.3066,0.0
38.83,ChatGPT,MODERATE,BM,Depression,0.7004,0.6471,0.0,0.1646,0.0
40.95,Copilot,MODERATE,BM,Depression,0.7492,0.6471,0.0,0.1629,0.0667
43.05,Gemini,MODERATE,BM,Depression,0.8012,0.6471,0.0,0.2838,0.0
38.8,ChatGPT,MODERATE,BM,Depression,0.7004,0.6471,0.0,0.1614,0.0
40.75,Copilot,MODERATE,BM,Depression,0.7492,0.6471,0.0,0.1101,0.1
41.87,Gemini,MODERATE,BM,Depression,0.8012,0.6471,0.0,0.1661,0.0
46.95,ChatGPT,MODERATE,BM,Depression,0.7131,0.6471,0.3333,0.1048,0.0
43.75,Copilot,MODERATE,BM,Depression,0.5718,0.6471,0.3333,0.1418,0.0667
51.05,Gemini,HIGH,BM,Depression,0.8183,0.6,0.3333,0.2833,0.0333
46.83,ChatGPT,MODERATE,BM,Depression,0.7131,0.6471,0.3333,0.0922,0.0
50.36,Copilot,HIGH,BM,Depression,0.5718,0.8824,0.3333,0.2148,0.0667
50.61,Gemini,HIGH,BM,Depression,0.8183,0.6,0.3333,0.2725,0.0
46.93,ChatGPT,MODERATE,BM,Depression,0.7131,0.6471,0.3333,0.1023,0.0
34.04,Copilot,MODERATE,BM,Depression,0.5718,0.6471,0.0,0.0707,0.0
49.53,Gemini,MODERATE,BM,Depression,0.8183,0.6,0.3333,0.1644,0.0
36.92,ChatGPT,MODERATE,BM,Depression,0.5974,0.7059,0.0,0.1354,0.0
40.76,Copilot,MODERATE,BM,Depression,0.6694,0.7059,0.0,0.2028,0.1
39.7,Gemini,MODERATE,BM,Depression,0.7674,0.6,0.0,0.168,0.0
35.7,ChatGPT,MODERATE,BM,Depression,0.5974,0.6569,0.0,0.1359,0.0
47.46,Copilot,MODERATE,BM,Depression,0.6694,1.0,0.0,0.2047,0.0333
39.6,Gemini,MODERATE,BM,Depression,0.7674,0.5529,0.0,0.2759,0.0
35.23,ChatGPT,MODERATE,BM,Depression,0.5974,0.6471,0.0,0.1134,0.0
51.32,Copilot,HIGH,BM,Depression,0.6694,1.0,0.0,0.5572,0.0667
36.29,Gemini,MODERATE,BM,Depression,0.7674,0.2824,0.1333,0.2874,0.0
36.49,ChatGPT,MODERATE,BM,Depression,0.6101,0.6732,0.0,0.1361,0.0
44.89,Copilot,MODERATE,BM,Depression,0.5511,0.9739,0.0,0.3013,0.1
38.97,Gemini,MODERATE,BM,Depression,0.7438,0.6,0.0,0.1653,0.0
35.61,ChatGPT,MODERATE,BM,Depression,0.6101,0.6471,0.0,0.1134,0.0
44.78,Copilot,MODERATE,BM,Depression,0.5511,0.9739,0.0,0.29,0.1
41.36,Gemini,MODERATE,BM,Depression,0.7438,0.6471,0.0,0.2872,0.0
35.82,ChatGPT,MODERATE,BM,Depression,0.6101,0.6471,0.0,0.1343,0.0
47.41,Copilot,MODERATE,BM,Depression,0.5511,0.9739,0.0,0.5535,0.1
40.12,Gemini,MODERATE,BM,Depression,0.7438,0.6471,0.0,0.1635,0.0
36.41,ChatGPT,MODERATE,BM,Depression,0.6589,0.6,0.0,0.1646,0.0
37.65,Copilot,MODERATE,BM,Depression,0.3329,0.9085,0.0,0.3619,0.1333
50.79,Gemini,HIGH,BM,Depression,0.7798,0.6,0.3333,0.406,0.0
46.66,ChatGPT,MODERATE,BM,Depression,0.6589,0.6732,0.3333,0.1729,0.0
40.03,Copilot,MODERATE,BM,Depression,0.3329,0.9085,0.0,0.5996,0.1333
49.22,Gemini,MODERATE,BM,Depression,0.7798,0.4,0.2667,0.4159,0.5
46.69,ChatGPT,MODERATE,BM,Depression,0.6589,0.6732,0.3333,0.1761,0.0
39.45,Copilot,MODERATE,BM,Depression,0.3329,0.9739,0.0,0.3781,0.1333
62.0,Gemini,HIGH,BM,Depression,0.7798,0.4471,0.7333,0.41,0.5
38.0,ChatGPT,MODERATE,EN,Anxiety,0.7226,0.5399,0.0,0.1992,0.0833
41.4,Copilot,MODERATE,EN,Anxiety,0.8173,0.5856,0.0,0.1403,0.0833
31.63,Gemini,MODERATE,EN,Anxiety,0.7926,0.1176,0.0,0.4073,0.0833
33.37,ChatGPT,MODERATE,EN,Anxiety,0.7226,0.3621,0.0,0.181,0.0833
40.81,Copilot,MODERATE,EN,Anxiety,0.8173,0.5673,0.0,0.127,0.0833
30.89,Gemini,MODERATE,EN,Anxiety,0.7926,0.085,0.0,0.4156,0.0833
32.84,ChatGPT,MODERATE,EN,Anxiety,0.7226,0.3438,0.0,0.1729,0.0833
47.42,Copilot,MODERATE,EN,Anxiety,0.8173,0.8105,0.0,0.1804,0.0833
32.33,Gemini,MODERATE,EN,Anxiety,0.7926,0.1438,0.0,0.4125,0.0833
36.67,ChatGPT,MODERATE,EN,Anxiety,0.8631,0.3216,0.0,0.1901,0.0833
39.86,Copilot,MODERATE,EN,Anxiety,0.7039,0.5804,0.0,0.3404,0.0833
26.13,Gemini,LOW,EN,Anxiety,0.7064,0.0,0.0,0.4107,0.0833
35.51,ChatGPT,MODERATE,EN,Anxiety,0.8631,0.2824,0.0,0.1727,0.0833
40.38,Copilot,MODERATE,EN,Anxiety,0.7039,0.6392,0.0,0.2453,0.0833
25.04,Gemini,LOW,EN,Anxiety,0.7064,0.0,0.0,0.3018,0.0833
36.38,ChatGPT,MODERATE,EN,Anxiety,0.8631,0.3176,0.0,0.1713,0.0833
39.94,Copilot,MODERATE,EN,Anxiety,0.7039,0.5804,0.0,0.3481,0.0833
25.09,Gemini,LOW,EN,Anxiety,0.7064,0.0,0.0,0.306,0.0833
34.12,ChatGPT,MODERATE,EN,Anxiety,0.8728,0.2261,0.0,0.1446,0.0833
32.72,Copilot,MODERATE,EN,Anxiety,0.59,0.5294,0.0,0.0954,0.0833
28.38,Gemini,LOW,EN,Anxiety,0.7823,0.0,0.0,0.4079,0.0833
34.5,ChatGPT,MODERATE,EN,Anxiety,0.8728,0.2379,0.0,0.1531,0.0833
34.18,Copilot,MODERATE,EN,Anxiety,0.59,0.5294,0.0,0.2409,0.0833
28.38,Gemini,LOW,EN,Anxiety,0.7823,0.0,0.0,0.4084,0.0833
34.67,ChatGPT,MODERATE,EN,Anxiety,0.8728,0.2497,0.0,0.1412,0.0833
34.08,Copilot,MODERATE,EN,Anxiety,0.59,0.5294,0.0,0.2314,0.0833
28.73,Gemini,LOW,EN,Anxiety,0.7823,0.0588,0.0,0.2963,0.0833
33.21,ChatGPT,MODERATE,EN,Anxiety,0.7839,0.2941,0.0,0.1508,0.0833
37.63,Copilot,MODERATE,EN,Anxiety,0.718,0.4941,0.0,0.29,0.0833
29.01,Gemini,LOW,EN,Anxiety,0.8024,0.0471,0.0,0.2922,0.0833
34.53,ChatGPT,MODERATE,EN,Anxiety,0.7839,0.3412,0.0,0.1648,0.0833
37.89,Copilot,MODERATE,EN,Anxiety,0.718,0.5412,0.0,0.1987,0.0833
30.46,Gemini,MODERATE,EN,Anxiety,0.8024,0.0588,0.0,0.4082,0.0833
33.75,ChatGPT,MODERATE,EN,Anxiety,0.7839,0.3088,0.0,0.1684,0.0833
